node: 0, parent: -1, adj: [141730, 21454]
node: 116207, parent: 61559, adj: [158231, 61559]
node: 158231, parent: 116207, adj: [128807, 116207]
node: 128807, parent: 158231, adj: [24467, 158231]
node: 24467, parent: 128807, adj: [103886, 128807]
node: 103886, parent: 24467, adj: [90841, 24467]
node: 90841, parent: 103886, adj: [5418, 103886]
node: 5418, parent: 90841, adj: [178425, 90841]
node: 178425, parent: 5418, adj: [62534, 5418]
node: 62534, parent: 178425, adj: [73241, 178425]
node: 73241, parent: 62534, adj: [51799, 62534]
node: 51799, parent: 73241, adj: [54279, 73241]
node: 54279, parent: 51799, adj: [98499, 51799]
node: 98499, parent: 54279, adj: [119625, 54279]
node: 119625, parent: 98499, adj: [38069, 98499]
node: 38069, parent: 119625, adj: [128177, 119625]
node: 128177, parent: 38069, adj: [35932, 38069]
node: 35932, parent: 128177, adj: [102627, 128177]
node: 102627, parent: 35932, adj: [117315, 35932]
node: 117315, parent: 102627, adj: [147257, 102627]
node: 147257, parent: 117315, adj: [188876, 117315]
node: 188876, parent: 147257, adj: [84059, 147257]
node: 84059, parent: 188876, adj: [89780, 188876]
node: 89780, parent: 84059, adj: [121489, 84059]
node: 121489, parent: 89780, adj: [130918, 89780]
node: 130918, parent: 121489, adj: [163117, 121489]
node: 163117, parent: 130918, adj: [33705, 130918]
node: 33705, parent: 163117, adj: [99267, 163117]
node: 99267, parent: 33705, adj: [125829, 33705]
node: 125829, parent: 99267, adj: [61388, 99267]
node: 61388, parent: 125829, adj: [163226, 125829]
node: 163226, parent: 61388, adj: [70267, 61388]
node: 70267, parent: 163226, adj: [48094, 163226]
node: 48094, parent: 70267, adj: [94889, 70267]
node: 94889, parent: 48094, adj: [179783, 48094]
node: 179783, parent: 94889, adj: [78316, 94889]
node: 78316, parent: 179783, adj: [178790, 179783]
node: 178790, parent: 78316, adj: [4520, 78316]
node: 4520, parent: 178790, adj: [37593, 178790]
node: 37593, parent: 4520, adj: [76348, 4520]
node: 76348, parent: 37593, adj: [169360, 37593]
node: 169360, parent: 76348, adj: [195424, 76348]
node: 195424, parent: 169360, adj: [41772, 169360]
node: 41772, parent: 195424, adj: [194397, 195424]
node: 194397, parent: 41772, adj: [2449, 41772]
node: 2449, parent: 194397, adj: [136569, 194397]
node: 136569, parent: 2449, adj: [123028, 2449]
node: 123028, parent: 136569, adj: [121917, 136569]
node: 121917, parent: 123028, adj: [164181, 123028]
node: 164181, parent: 121917, adj: [144577, 121917]
node: 144577, parent: 164181, adj: [180567, 164181]
node: 180567, parent: 144577, adj: [108265, 144577]
node: 108265, parent: 180567, adj: [131938, 180567]
node: 131938, parent: 108265, adj: [138520, 108265]
node: 138520, parent: 131938, adj: [175904, 131938]
node: 175904, parent: 138520, adj: [43888, 138520]
node: 43888, parent: 175904, adj: [44051, 175904]
node: 44051, parent: 43888, adj: [63538, 43888]
node: 63538, parent: 44051, adj: [21678, 44051]
node: 21678, parent: 63538, adj: [163810, 63538]
node: 163810, parent: 21678, adj: [89022, 21678]
node: 89022, parent: 163810, adj: [4603, 163810]
node: 4603, parent: 89022, adj: [172487, 89022]
node: 172487, parent: 4603, adj: [112419, 4603]
node: 112419, parent: 172487, adj: [54638, 172487]
node: 54638, parent: 112419, adj: [114676, 112419]
node: 114676, parent: 54638, adj: [81404, 54638]
node: 81404, parent: 114676, adj: [135397, 114676]
node: 135397, parent: 81404, adj: [123340, 81404]
node: 123340, parent: 135397, adj: [76388, 135397]
node: 76388, parent: 123340, adj: [12579, 123340]
node: 12579, parent: 76388, adj: [169357, 76388]
node: 169357, parent: 12579, adj: [103238, 12579]
node: 103238, parent: 169357, adj: [1248, 169357]
node: 1248, parent: 103238, adj: [181027, 103238]
node: 181027, parent: 1248, adj: [162200, 1248]
node: 162200, parent: 181027, adj: [69072, 181027]
node: 69072, parent: 162200, adj: [41380, 162200]
node: 41380, parent: 69072, adj: [113644, 69072]
node: 113644, parent: 41380, adj: [49104, 41380]
node: 49104, parent: 113644, adj: [194138, 113644]
node: 194138, parent: 49104, adj: [95752, 49104]
node: 95752, parent: 194138, adj: [88028, 194138]
node: 88028, parent: 95752, adj: [25771, 95752]
node: 25771, parent: 88028, adj: [41132, 88028]
node: 41132, parent: 25771, adj: [75883, 25771]
node: 75883, parent: 41132, adj: [121839, 41132]
node: 121839, parent: 75883, adj: [121722, 75883]
node: 121722, parent: 121839, adj: [1449, 121839]
node: 1449, parent: 121722, adj: [79197, 121722]
node: 79197, parent: 1449, adj: [91132, 1449]
node: 91132, parent: 79197, adj: [168026, 79197]
node: 168026, parent: 91132, adj: [83902, 91132]
node: 83902, parent: 168026, adj: [128492, 168026]
node: 128492, parent: 83902, adj: [138663, 83902]
node: 138663, parent: 128492, adj: [80504, 128492]
node: 80504, parent: 138663, adj: [139658, 138663]
node: 139658, parent: 80504, adj: [126122, 80504]
node: 126122, parent: 139658, adj: [34508, 139658]
node: 34508, parent: 126122, adj: [59328, 126122]
node: 59328, parent: 34508, adj: [136854, 34508]
node: 136854, parent: 59328, adj: [101360, 59328]
node: 101360, parent: 136854, adj: [5321, 136854]
node: 5321, parent: 101360, adj: [87602, 101360]
node: 87602, parent: 5321, adj: [21670, 5321]
node: 21670, parent: 87602, adj: [66222, 87602]
node: 66222, parent: 21670, adj: [66832, 21670]
node: 66832, parent: 66222, adj: [156693, 66222]
node: 156693, parent: 66832, adj: [199480, 66832]
node: 199480, parent: 156693, adj: [44943, 156693]
node: 44943, parent: 199480, adj: [147318, 199480]
node: 147318, parent: 44943, adj: [44921, 44943]
node: 44921, parent: 147318, adj: [167708, 147318]
node: 167708, parent: 44921, adj: [88945, 44921]
node: 88945, parent: 167708, adj: [50303, 167708]
node: 50303, parent: 88945, adj: [16386, 88945]
node: 16386, parent: 50303, adj: [50620, 50303]
node: 50620, parent: 16386, adj: [176711, 16386]
node: 176711, parent: 50620, adj: [152531, 50620]
node: 152531, parent: 176711, adj: [9626, 176711]
node: 9626, parent: 152531, adj: [85325, 152531]
node: 85325, parent: 9626, adj: [13065, 9626]
node: 13065, parent: 85325, adj: [143080, 85325]
node: 143080, parent: 13065, adj: [74285, 13065]
node: 74285, parent: 143080, adj: [90305, 143080]
node: 90305, parent: 74285, adj: [41948, 74285]
node: 41948, parent: 90305, adj: [108452, 90305]
node: 108452, parent: 41948, adj: [174189, 41948]
node: 174189, parent: 108452, adj: [183450, 108452]
node: 183450, parent: 174189, adj: [79804, 174189]
node: 79804, parent: 183450, adj: [106730, 183450]
node: 106730, parent: 79804, adj: [24496, 79804]
node: 24496, parent: 106730, adj: [57130, 106730]
node: 57130, parent: 24496, adj: [51534, 24496]
node: 51534, parent: 57130, adj: [4453, 57130]
node: 4453, parent: 51534, adj: [144872, 51534]
node: 144872, parent: 4453, adj: [107950, 4453]
node: 107950, parent: 144872, adj: [168436, 144872]
node: 168436, parent: 107950, adj: [156372, 107950]
node: 156372, parent: 168436, adj: [134669, 168436]
node: 134669, parent: 156372, adj: [78498, 156372]
node: 78498, parent: 134669, adj: [175526, 134669]
node: 175526, parent: 78498, adj: [11074, 78498]
node: 11074, parent: 175526, adj: [80273, 175526]
node: 80273, parent: 11074, adj: [55171, 11074]
node: 55171, parent: 80273, adj: [33067, 80273]
node: 33067, parent: 55171, adj: [99607, 55171]
node: 99607, parent: 33067, adj: [118176, 33067]
node: 118176, parent: 99607, adj: [8353, 99607]
node: 8353, parent: 118176, adj: [6959, 118176]
node: 6959, parent: 8353, adj: [182725, 8353]
node: 182725, parent: 6959, adj: [46767, 6959]
node: 46767, parent: 182725, adj: [169831, 182725]
node: 169831, parent: 46767, adj: [183012, 46767]
node: 183012, parent: 169831, adj: [7471, 169831]
node: 7471, parent: 183012, adj: [76040, 183012]
node: 76040, parent: 7471, adj: [194008, 7471]
node: 194008, parent: 76040, adj: [102170, 76040]
node: 102170, parent: 194008, adj: [8875, 194008]
node: 8875, parent: 102170, adj: [85630, 102170]
node: 85630, parent: 8875, adj: [90891, 8875]
node: 90891, parent: 85630, adj: [93941, 85630]
node: 93941, parent: 90891, adj: [192106, 90891]
node: 192106, parent: 93941, adj: [187723, 93941]
node: 187723, parent: 192106, adj: [52565, 192106]
node: 52565, parent: 187723, adj: [150993, 187723]
node: 150993, parent: 52565, adj: [53743, 52565]
node: 53743, parent: 150993, adj: [81240, 150993]
node: 81240, parent: 53743, adj: [159158, 53743]
node: 159158, parent: 81240, adj: [4297, 81240]
node: 4297, parent: 159158, adj: [157792, 159158]
node: 157792, parent: 4297, adj: [131614, 4297]
node: 131614, parent: 157792, adj: [122236, 157792]
node: 122236, parent: 131614, adj: [127208, 131614]
node: 127208, parent: 122236, adj: [55902, 122236]
node: 55902, parent: 127208, adj: [119032, 127208]
node: 119032, parent: 55902, adj: [30056, 55902]
node: 30056, parent: 119032, adj: [25168, 119032]
node: 25168, parent: 30056, adj: [35655, 30056]
node: 35655, parent: 25168, adj: [17162, 25168]
node: 17162, parent: 35655, adj: [136093, 35655]
node: 136093, parent: 17162, adj: [119169, 17162]
node: 119169, parent: 136093, adj: [80629, 136093]
node: 80629, parent: 119169, adj: [8959, 119169]
node: 8959, parent: 80629, adj: [21091, 80629]
node: 21091, parent: 8959, adj: [177776, 8959]
node: 177776, parent: 21091, adj: [185528, 21091]
node: 185528, parent: 177776, adj: [30003, 177776]
node: 30003, parent: 185528, adj: [3489, 185528]
node: 3489, parent: 30003, adj: [198610, 30003]
node: 198610, parent: 3489, adj: [90153, 3489]
node: 90153, parent: 198610, adj: [165682, 198610]
node: 165682, parent: 90153, adj: [141148, 90153]
node: 141148, parent: 165682, adj: [90292, 165682]
node: 90292, parent: 141148, adj: [129199, 141148]
node: 129199, parent: 90292, adj: [20965, 90292]
node: 20965, parent: 129199, adj: [71575, 129199]
node: 71575, parent: 20965, adj: [139494, 20965]
node: 139494, parent: 71575, adj: [26216, 71575]
node: 26216, parent: 139494, adj: [123053, 139494]
node: 123053, parent: 26216, adj: [105993, 26216]
node: 105993, parent: 123053, adj: [93359, 123053]
node: 93359, parent: 105993, adj: [104971, 105993]
node: 104971, parent: 93359, adj: [146044, 93359]
node: 146044, parent: 104971, adj: [97206, 104971]
node: 97206, parent: 146044, adj: [70030, 146044]
node: 70030, parent: 97206, adj: [40699, 97206]
node: 40699, parent: 70030, adj: [191549, 70030]
node: 191549, parent: 40699, adj: [89168, 40699]
node: 89168, parent: 191549, adj: [31735, 191549]
node: 31735, parent: 89168, adj: [26344, 89168]
node: 26344, parent: 31735, adj: [96814, 31735]
node: 96814, parent: 26344, adj: [63084, 26344]
node: 63084, parent: 96814, adj: [76008, 96814]
node: 76008, parent: 63084, adj: [6050, 63084]
node: 6050, parent: 76008, adj: [181242, 76008]
node: 181242, parent: 6050, adj: [147658, 6050]
node: 147658, parent: 181242, adj: [23617, 181242]
node: 23617, parent: 147658, adj: [134924, 147658]
node: 134924, parent: 23617, adj: [67341, 23617]
node: 67341, parent: 134924, adj: [81564, 134924]
node: 81564, parent: 67341, adj: [158099, 67341]
node: 158099, parent: 81564, adj: [101782, 81564]
node: 101782, parent: 158099, adj: [63131, 158099]
node: 63131, parent: 101782, adj: [104591, 101782]
node: 104591, parent: 63131, adj: [136286, 63131]
node: 136286, parent: 104591, adj: [74067, 104591]
node: 74067, parent: 136286, adj: [88779, 136286]
node: 88779, parent: 74067, adj: [146123, 74067]
node: 146123, parent: 88779, adj: [107206, 88779]
node: 107206, parent: 146123, adj: [18822, 146123]
node: 18822, parent: 107206, adj: [140436, 107206]
node: 140436, parent: 18822, adj: [51499, 18822]
node: 51499, parent: 140436, adj: [185820, 140436]
node: 185820, parent: 51499, adj: [195919, 51499]
node: 195919, parent: 185820, adj: [55305, 185820]
node: 55305, parent: 195919, adj: [139369, 195919]
node: 139369, parent: 55305, adj: [18907, 55305]
node: 18907, parent: 139369, adj: [26124, 139369]
node: 26124, parent: 18907, adj: [77836, 18907]
node: 77836, parent: 26124, adj: [139181, 26124]
node: 139181, parent: 77836, adj: [174573, 77836]
node: 174573, parent: 139181, adj: [53486, 139181]
node: 53486, parent: 174573, adj: [157071, 174573]
node: 157071, parent: 53486, adj: [198253, 53486]
node: 198253, parent: 157071, adj: [102595, 157071]
node: 102595, parent: 198253, adj: [193978, 198253]
node: 193978, parent: 102595, adj: [86979, 102595]
node: 86979, parent: 193978, adj: [93287, 193978]
node: 93287, parent: 86979, adj: [159494, 86979]
node: 159494, parent: 93287, adj: [168332, 93287]
node: 168332, parent: 159494, adj: [86767, 159494]
node: 86767, parent: 168332, adj: [11777, 168332]
node: 11777, parent: 86767, adj: [138086, 86767]
node: 138086, parent: 11777, adj: [38011, 11777]
node: 38011, parent: 138086, adj: [161367, 138086]
node: 161367, parent: 38011, adj: [121124, 38011]
node: 121124, parent: 161367, adj: [56175, 161367]
node: 56175, parent: 121124, adj: [78319, 121124]
node: 78319, parent: 56175, adj: [49011, 56175]
node: 49011, parent: 78319, adj: [176353, 78319]
node: 176353, parent: 49011, adj: [21872, 49011]
node: 21872, parent: 176353, adj: [29187, 176353]
node: 29187, parent: 21872, adj: [86466, 21872]
node: 86466, parent: 29187, adj: [149139, 29187]
node: 149139, parent: 86466, adj: [130659, 86466]
node: 130659, parent: 149139, adj: [64181, 149139]
node: 64181, parent: 130659, adj: [4990, 130659]
node: 4990, parent: 64181, adj: [6751, 64181]
node: 6751, parent: 4990, adj: [130806, 4990]
node: 130806, parent: 6751, adj: [29809, 6751]
node: 29809, parent: 130806, adj: [68473, 130806]
node: 68473, parent: 29809, adj: [176092, 29809]
node: 176092, parent: 68473, adj: [30971, 68473]
node: 30971, parent: 176092, adj: [4636, 176092]
node: 4636, parent: 30971, adj: [188010, 30971]
node: 188010, parent: 4636, adj: [92543, 4636]
node: 92543, parent: 188010, adj: [4387, 188010]
node: 4387, parent: 92543, adj: [55549, 92543]
node: 55549, parent: 4387, adj: [87325, 4387]
node: 87325, parent: 55549, adj: [9318, 55549]
node: 9318, parent: 87325, adj: [193297, 87325]
node: 193297, parent: 9318, adj: [13741, 9318]
node: 13741, parent: 193297, adj: [40134, 193297]
node: 40134, parent: 13741, adj: [157932, 13741]
node: 157932, parent: 40134, adj: [152563, 40134]
node: 152563, parent: 157932, adj: [70874, 157932]
node: 70874, parent: 152563, adj: [25970, 152563]
node: 25970, parent: 70874, adj: [125604, 70874]
node: 125604, parent: 25970, adj: [48423, 25970]
node: 48423, parent: 125604, adj: [145218, 125604]
node: 145218, parent: 48423, adj: [788, 48423]
node: 788, parent: 145218, adj: [1058, 145218]
node: 1058, parent: 788, adj: [163546, 788]
node: 163546, parent: 1058, adj: [181791, 1058]
node: 181791, parent: 163546, adj: [113908, 163546]
node: 113908, parent: 181791, adj: [3933, 181791]
node: 3933, parent: 113908, adj: [63571, 113908]
node: 63571, parent: 3933, adj: [107670, 3933]
node: 107670, parent: 63571, adj: [187721, 63571]
node: 187721, parent: 107670, adj: [9804, 107670]
node: 9804, parent: 187721, adj: [154416, 187721]
node: 154416, parent: 9804, adj: [56255, 9804]
node: 56255, parent: 154416, adj: [160180, 154416]
node: 160180, parent: 56255, adj: [149610, 56255]
node: 149610, parent: 160180, adj: [160300, 160180]
node: 160300, parent: 149610, adj: [171764, 149610]
node: 171764, parent: 160300, adj: [121351, 160300]
node: 121351, parent: 171764, adj: [170102, 171764]
node: 170102, parent: 121351, adj: [75083, 121351]
node: 75083, parent: 170102, adj: [104690, 170102]
node: 104690, parent: 75083, adj: [184309, 75083]
node: 184309, parent: 104690, adj: [65587, 104690]
node: 65587, parent: 184309, adj: [102221, 184309]
node: 102221, parent: 65587, adj: [84979, 65587]
node: 84979, parent: 102221, adj: [19820, 102221]
node: 19820, parent: 84979, adj: [66557, 84979]
node: 66557, parent: 19820, adj: [172974, 19820]
node: 172974, parent: 66557, adj: [181517, 66557]
node: 181517, parent: 172974, adj: [3223, 172974]
node: 3223, parent: 181517, adj: [139830, 181517]
node: 139830, parent: 3223, adj: [19159, 3223]
node: 19159, parent: 139830, adj: [51383, 139830]
node: 51383, parent: 19159, adj: [57525, 19159]
node: 57525, parent: 51383, adj: [10885, 51383]
node: 10885, parent: 57525, adj: [28409, 57525]
node: 28409, parent: 10885, adj: [47032, 10885]
node: 47032, parent: 28409, adj: [199717, 28409]
node: 199717, parent: 47032, adj: [79437, 47032]
node: 79437, parent: 199717, adj: [170582, 199717]
node: 170582, parent: 79437, adj: [133262, 79437]
node: 133262, parent: 170582, adj: [100471, 170582]
node: 100471, parent: 133262, adj: [127781, 133262]
node: 127781, parent: 100471, adj: [126153, 100471]
node: 126153, parent: 127781, adj: [115221, 127781]
node: 115221, parent: 126153, adj: [92986, 126153]
node: 92986, parent: 115221, adj: [17017, 115221]
node: 17017, parent: 92986, adj: [76418, 92986]
node: 76418, parent: 17017, adj: [103148, 17017]
node: 103148, parent: 76418, adj: [154269, 76418]
node: 154269, parent: 103148, adj: [174984, 103148]
node: 174984, parent: 154269, adj: [53658, 154269]
node: 53658, parent: 174984, adj: [63638, 174984]
node: 63638, parent: 53658, adj: [19013, 53658]
node: 19013, parent: 63638, adj: [107053, 63638]
node: 107053, parent: 19013, adj: [65498, 19013]
node: 65498, parent: 107053, adj: [48689, 107053]
node: 48689, parent: 65498, adj: [50429, 65498]
node: 50429, parent: 48689, adj: [71667, 48689]
node: 71667, parent: 50429, adj: [25600, 50429]
node: 25600, parent: 71667, adj: [167984, 71667]
node: 167984, parent: 25600, adj: [87617, 25600]
node: 87617, parent: 167984, adj: [95285, 167984]
node: 95285, parent: 87617, adj: [150988, 87617]
node: 150988, parent: 95285, adj: [121374, 95285]
node: 121374, parent: 150988, adj: [124729, 150988]
node: 124729, parent: 121374, adj: [71214, 121374]
node: 71214, parent: 124729, adj: [47588, 124729]
node: 47588, parent: 71214, adj: [183561, 71214]
node: 183561, parent: 47588, adj: [195489, 47588]
node: 195489, parent: 183561, adj: [168040, 183561]
node: 168040, parent: 195489, adj: [164873, 195489]
node: 164873, parent: 168040, adj: [164258, 168040]
node: 164258, parent: 164873, adj: [180521, 164873]
node: 180521, parent: 164258, adj: [142812, 164258]
node: 142812, parent: 180521, adj: [43430, 180521]
node: 43430, parent: 142812, adj: [162154, 142812]
node: 162154, parent: 43430, adj: [177454, 43430]
node: 177454, parent: 162154, adj: [12212, 162154]
node: 12212, parent: 177454, adj: [13594, 177454]
node: 13594, parent: 12212, adj: [101041, 12212]
node: 101041, parent: 13594, adj: [167097, 13594]
node: 167097, parent: 101041, adj: [171677, 101041]
node: 171677, parent: 167097, adj: [88808, 167097]
node: 88808, parent: 171677, adj: [142283, 171677]
node: 142283, parent: 88808, adj: [45017, 88808]
node: 45017, parent: 142283, adj: [175874, 142283]
node: 175874, parent: 45017, adj: [93176, 45017]
node: 93176, parent: 175874, adj: [44619, 175874]
node: 44619, parent: 93176, adj: [79756, 93176]
node: 79756, parent: 44619, adj: [49713, 44619]
node: 49713, parent: 79756, adj: [167987, 79756]
node: 167987, parent: 49713, adj: [135242, 49713]
node: 135242, parent: 167987, adj: [114716, 167987]
node: 114716, parent: 135242, adj: [107305, 135242]
node: 107305, parent: 114716, adj: [101850, 114716]
node: 101850, parent: 107305, adj: [16214, 107305]
node: 16214, parent: 101850, adj: [31257, 101850]
node: 31257, parent: 16214, adj: [139016, 16214]
node: 139016, parent: 31257, adj: [126655, 31257]
node: 126655, parent: 139016, adj: [191640, 139016]
node: 191640, parent: 126655, adj: [1412, 126655]
node: 1412, parent: 191640, adj: [113315, 191640]
node: 113315, parent: 1412, adj: [27730, 1412]
node: 27730, parent: 113315, adj: [172103, 113315]
node: 172103, parent: 27730, adj: [123785, 27730]
node: 123785, parent: 172103, adj: [54982, 172103]
node: 54982, parent: 123785, adj: [160917, 123785]
node: 160917, parent: 54982, adj: [76545, 54982]
node: 76545, parent: 160917, adj: [47679, 160917]
node: 47679, parent: 76545, adj: [23773, 76545]
node: 23773, parent: 47679, adj: [115746, 47679]
node: 115746, parent: 23773, adj: [144298, 23773]
node: 144298, parent: 115746, adj: [70804, 115746]
node: 70804, parent: 144298, adj: [190277, 144298]
node: 190277, parent: 70804, adj: [148093, 70804]
node: 148093, parent: 190277, adj: [184599, 190277]
node: 184599, parent: 148093, adj: [182264, 148093]
node: 182264, parent: 184599, adj: [175008, 184599]
node: 175008, parent: 182264, adj: [193719, 182264]
node: 193719, parent: 175008, adj: [166395, 175008]
node: 166395, parent: 193719, adj: [187292, 193719]
node: 187292, parent: 166395, adj: [111896, 166395]
node: 111896, parent: 187292, adj: [136552, 187292]
node: 136552, parent: 111896, adj: [30658, 111896]
node: 30658, parent: 136552, adj: [68038, 136552]
node: 68038, parent: 30658, adj: [9818, 30658]
node: 9818, parent: 68038, adj: [68893, 68038]
node: 68893, parent: 9818, adj: [16939, 9818]
node: 16939, parent: 68893, adj: [121952, 68893]
node: 121952, parent: 16939, adj: [174348, 16939]
node: 174348, parent: 121952, adj: [10303, 121952]
node: 10303, parent: 174348, adj: [4548, 174348]
node: 4548, parent: 10303, adj: [32727, 10303]
node: 32727, parent: 4548, adj: [76286, 4548]
node: 76286, parent: 32727, adj: [176393, 32727]
node: 176393, parent: 76286, adj: [148639, 76286]
node: 148639, parent: 176393, adj: [127382, 176393]
node: 127382, parent: 148639, adj: [189753, 148639]
node: 189753, parent: 127382, adj: [62848, 127382]
node: 62848, parent: 189753, adj: [115299, 189753]
node: 115299, parent: 62848, adj: [127229, 62848]
node: 127229, parent: 115299, adj: [107552, 115299]
node: 107552, parent: 127229, adj: [70470, 127229]
node: 70470, parent: 107552, adj: [61861, 107552]
node: 61861, parent: 70470, adj: [154514, 70470]
node: 154514, parent: 61861, adj: [161433, 61861]
node: 161433, parent: 154514, adj: [23560, 154514]
node: 23560, parent: 161433, adj: [76336, 161433]
node: 76336, parent: 23560, adj: [4948, 23560]
node: 4948, parent: 76336, adj: [150761, 76336]
node: 150761, parent: 4948, adj: [189666, 4948]
node: 189666, parent: 150761, adj: [194955, 150761]
node: 194955, parent: 189666, adj: [95877, 189666]
node: 95877, parent: 194955, adj: [155474, 194955]
node: 155474, parent: 95877, adj: [94732, 95877]
node: 94732, parent: 155474, adj: [183700, 155474]
node: 183700, parent: 94732, adj: [179840, 94732]
node: 179840, parent: 183700, adj: [68455, 183700]
node: 68455, parent: 179840, adj: [120881, 179840]
node: 120881, parent: 68455, adj: [60570, 68455]
node: 60570, parent: 120881, adj: [148632, 120881]
node: 148632, parent: 60570, adj: [25672, 60570]
node: 25672, parent: 148632, adj: [190435, 148632]
node: 190435, parent: 25672, adj: [81409, 25672]
node: 81409, parent: 190435, adj: [65648, 190435]
node: 65648, parent: 81409, adj: [10775, 81409]
node: 10775, parent: 65648, adj: [197757, 65648]
node: 197757, parent: 10775, adj: [167910, 10775]
node: 167910, parent: 197757, adj: [62369, 197757]
node: 62369, parent: 167910, adj: [168044, 167910]
node: 168044, parent: 62369, adj: [184658, 62369]
node: 184658, parent: 168044, adj: [119696, 168044]
node: 119696, parent: 184658, adj: [141636, 184658]
node: 141636, parent: 119696, adj: [77290, 119696]
node: 77290, parent: 141636, adj: [179324, 141636]
node: 179324, parent: 77290, adj: [108685, 77290]
node: 108685, parent: 179324, adj: [130075, 179324]
node: 130075, parent: 108685, adj: [107108, 108685]
node: 107108, parent: 130075, adj: [29049, 130075]
node: 29049, parent: 107108, adj: [166555, 107108]
node: 166555, parent: 29049, adj: [153904, 29049]
node: 153904, parent: 166555, adj: [116797, 166555]
node: 116797, parent: 153904, adj: [181726, 153904]
node: 181726, parent: 116797, adj: [191098, 116797]
node: 191098, parent: 181726, adj: [196250, 181726]
node: 196250, parent: 191098, adj: [52307, 191098]
node: 52307, parent: 196250, adj: [58051, 196250]
node: 58051, parent: 52307, adj: [137043, 52307]
node: 137043, parent: 58051, adj: [182755, 58051]
node: 182755, parent: 137043, adj: [1606, 137043]
node: 1606, parent: 182755, adj: [82165, 182755]
node: 82165, parent: 1606, adj: [163726, 1606]
node: 163726, parent: 82165, adj: [163988, 82165]
node: 163988, parent: 163726, adj: [83731, 163726]
node: 83731, parent: 163988, adj: [27512, 163988]
node: 27512, parent: 83731, adj: [34206, 83731]
node: 34206, parent: 27512, adj: [30038, 27512]
node: 30038, parent: 34206, adj: [194950, 34206]
node: 194950, parent: 30038, adj: [152320, 30038]
node: 152320, parent: 194950, adj: [82667, 194950]
node: 82667, parent: 152320, adj: [128996, 152320]
node: 128996, parent: 82667, adj: [140872, 82667]
node: 140872, parent: 128996, adj: [94891, 128996]
node: 94891, parent: 140872, adj: [68404, 140872]
node: 68404, parent: 94891, adj: [191642, 94891]
node: 191642, parent: 68404, adj: [154943, 68404]
node: 154943, parent: 191642, adj: [55233, 191642]
node: 55233, parent: 154943, adj: [144290, 154943]
node: 144290, parent: 55233, adj: [124850, 55233]
node: 124850, parent: 144290, adj: [66165, 144290]
node: 66165, parent: 124850, adj: [54940, 124850]
node: 54940, parent: 66165, adj: [19910, 66165]
node: 19910, parent: 54940, adj: [174374, 54940]
node: 174374, parent: 19910, adj: [62472, 19910]
node: 62472, parent: 174374, adj: [165900, 174374]
node: 165900, parent: 62472, adj: [132712, 62472]
node: 132712, parent: 165900, adj: [138969, 165900]
node: 138969, parent: 132712, adj: [84819, 132712]
node: 84819, parent: 138969, adj: [96998, 138969]
node: 96998, parent: 84819, adj: [30864, 84819]
node: 30864, parent: 96998, adj: [24667, 96998]
node: 24667, parent: 30864, adj: [153778, 30864]
node: 153778, parent: 24667, adj: [194741, 24667]
node: 194741, parent: 153778, adj: [87148, 153778]
node: 87148, parent: 194741, adj: [67802, 194741]
node: 67802, parent: 87148, adj: [28190, 87148]
node: 28190, parent: 67802, adj: [105750, 67802]
node: 105750, parent: 28190, adj: [167888, 28190]
node: 167888, parent: 105750, adj: [51080, 105750]
node: 51080, parent: 167888, adj: [162360, 167888]
node: 162360, parent: 51080, adj: [14483, 51080]
node: 14483, parent: 162360, adj: [117968, 162360]
node: 117968, parent: 14483, adj: [79244, 14483]
node: 79244, parent: 117968, adj: [46328, 117968]
node: 46328, parent: 79244, adj: [66973, 79244]
node: 66973, parent: 46328, adj: [5545, 46328]
node: 5545, parent: 66973, adj: [170568, 66973]
node: 170568, parent: 5545, adj: [193622, 5545]
node: 193622, parent: 170568, adj: [175771, 170568]
node: 175771, parent: 193622, adj: [141499, 193622]
node: 141499, parent: 175771, adj: [184552, 175771]
node: 184552, parent: 141499, adj: [191725, 141499]
node: 191725, parent: 184552, adj: [99795, 184552]
node: 99795, parent: 191725, adj: [148891, 191725]
node: 148891, parent: 99795, adj: [82304, 99795]
node: 82304, parent: 148891, adj: [13152, 148891]
node: 13152, parent: 82304, adj: [131881, 82304]
node: 131881, parent: 13152, adj: [85042, 13152]
node: 85042, parent: 131881, adj: [118108, 131881]
node: 118108, parent: 85042, adj: [86325, 85042]
node: 86325, parent: 118108, adj: [91471, 118108]
node: 91471, parent: 86325, adj: [63053, 86325]
node: 63053, parent: 91471, adj: [151523, 91471]
node: 151523, parent: 63053, adj: [51536, 63053]
node: 51536, parent: 151523, adj: [133990, 151523]
node: 133990, parent: 51536, adj: [151905, 51536]
node: 151905, parent: 133990, adj: [6314, 133990]
node: 6314, parent: 151905, adj: [30583, 151905]
node: 30583, parent: 6314, adj: [92443, 6314]
node: 92443, parent: 30583, adj: [62791, 30583]
node: 62791, parent: 92443, adj: [69729, 92443]
node: 69729, parent: 62791, adj: [51030, 62791]
node: 51030, parent: 69729, adj: [63592, 69729]
node: 63592, parent: 51030, adj: [51561, 51030]
node: 51561, parent: 63592, adj: [104909, 63592]
node: 104909, parent: 51561, adj: [197377, 51561]
node: 197377, parent: 104909, adj: [112183, 104909]
node: 112183, parent: 197377, adj: [124935, 197377]
node: 124935, parent: 112183, adj: [60107, 112183]
